shareholder,type,holding_date,pct_of_shares,shares_amount,change,turnover,symbol,company_name,industry,close_price_amount,close_price_currency,shares_value
Lion Global Investors Limited,Investment Advisor,31 Dec 2022,2.6255%,6800000.0,0,LOW,1V3,Mooreast (1V3),"Mineral Resources, Iron & Steel",0.14,SGD ,952000.0000000001
ICH Capital Pte Ltd,Corporation,16 Mar 2022,0.9792%,2536100.0,"2,536,100",-,1V3,Mooreast (1V3),"Mineral Resources, Iron & Steel",0.14,SGD ,355054.00000000006
Pheim Asset Management (Asia) Pte. Ltd.,Investment Advisor,31 Aug 2022,0.9266%,2400000.0,0,-,1V3,Mooreast (1V3),"Mineral Resources, Iron & Steel",0.14,SGD ,336000.00000000006
Subtleway Management Sdn. Bhd.,Corporation,25 Nov 2022,16.4948%,166548703.0,0,-,1Y1,9R (1Y1),"Industrial Goods, Electrical Components & Equipment",0.05,SGD ,8327435.15
Tristan Management Sdn. Bhd,Corporation,25 Nov 2022,16.0362%,161918008.0,0,-,1Y1,9R (1Y1),"Industrial Goods, Electrical Components & Equipment",0.05,SGD ,8095900.4
Irelia Management Sdn. Bhd.,Corporation,25 Nov 2022,11.5205%,116322340.0,0,-,1Y1,9R (1Y1),"Industrial Goods, Electrical Components & Equipment",0.05,SGD ,5816117.0
Toh (Kok Soon),Individual Investor,25 Nov 2022,9.3386%,94291542.0,0,-,1Y1,9R (1Y1),"Industrial Goods, Electrical Components & Equipment",0.05,SGD ,4714577.100000001
Xiang (Xiping),Individual Investor,17 Jan 2023,5.0304%,50791628.0,"50,791,628",-,1Y1,9R (1Y1),"Industrial Goods, Electrical Components & Equipment",0.05,SGD ,2539581.4000000004
Zhang (Tianbao),Individual Investor,16 Nov 2022,24.7731%,23361000.0,0,-,40B,HealthBank (40B),"Cyclical Consumer Services, Hotels, Motels & Cruise Lines",0.144,SGD ,3363983.9999999995
Peng (Weile),Individual Investor,16 Nov 2022,22.1622%,20899000.0,0,-,40B,HealthBank (40B),"Cyclical Consumer Services, Hotels, Motels & Cruise Lines",0.144,SGD ,3009456.0
Feng (Li),Individual Investor,16 Nov 2022,13.2556%,12500000.0,"12,500,000",-,40B,HealthBank (40B),"Cyclical Consumer Services, Hotels, Motels & Cruise Lines",0.144,SGD ,1799999.9999999998
Lu (Ning),Individual Investor,16 Nov 2022,9.4486%,8910000.0,0,-,40B,HealthBank (40B),"Cyclical Consumer Services, Hotels, Motels & Cruise Lines",0.144,SGD ,1283040.0
Hafary Holdings Ltd,Corporation,25 Mar 2022,4.0085%,3780000.0,0,-,40B,HealthBank (40B),"Cyclical Consumer Services, Hotels, Motels & Cruise Lines",0.144,SGD ,544320.0
Spackman Equities Group Inc.,Corporation,17 Mar 2022,7.3630%,143521000.0,0,-,40E,Spackman (40E/SPAC.SI),"Cyclical Consumer Services, Entertainment Production",0.003,SGD ,430563.0
Bigfoot Content Limited,Corporation,17 Mar 2022,7.3391%,143055556.0,0,-,40E,Spackman (40E/SPAC.SI),"Cyclical Consumer Services, Entertainment Production",0.003,SGD ,429166.668
SmallTalk Production House Pte. Ltd.,Corporation,17 Mar 2022,4.5890%,89449033.0,"30,530,376",-,40E,Spackman (40E/SPAC.SI),"Cyclical Consumer Services, Entertainment Production",0.003,SGD ,268347.099
Realdeal Entertainment and Productions Co. Ltd.,Corporation,17 Mar 2022,4.4556%,86850057.0,0,-,40E,Spackman (40E/SPAC.SI),"Cyclical Consumer Services, Entertainment Production",0.003,SGD ,260550.171
Vanilla Sky Marketing Agency Pte Ltd.,Corporation,17 Mar 2022,2.0983%,40900034.0,"-39,100,067",-,40E,Spackman (40E/SPAC.SI),"Cyclical Consumer Services, Entertainment Production",0.003,SGD ,122700.102
Lee (Yuet Chin),Individual Investor,23 May 2023,13.6026%,18363500.0,0,LOW,40N,Versalink (40N),"Industrial & Commercial Services, Business Support Supplies",0.045,SGD ,826357.5
Law (Kian Guan Adam),Individual Investor,23 May 2023,11.4548%,15464000.0,0,LOW,40N,Versalink (40N),"Industrial & Commercial Services, Business Support Supplies",0.045,SGD ,695880.0
Law (Kian Siong Matthew),Individual Investor,23 May 2023,11.4548%,15464000.0,0,LOW,40N,Versalink (40N),"Industrial & Commercial Services, Business Support Supplies",0.045,SGD ,695880.0
Law (Pei Ling),Individual Investor,23 May 2023,11.4548%,15464000.0,0,-,40N,Versalink (40N),"Industrial & Commercial Services, Business Support Supplies",0.045,SGD ,695880.0
Law (Boon Seng),Individual Investor,23 May 2023,10.6408%,14365100.0,0,LOW,40N,Versalink (40N),"Industrial & Commercial Services, Business Support Supplies",0.045,SGD ,646429.5
Aier Eye International (Singapore) Pte. Ltd.,Corporation,26 May 2022,53.3095%,305917344.0,0,-,40T,ISEC (40T),"Healthcare Services, Healthcare Facilities & Services",0.435,SGD ,133074044.64
Lee (Hung Ming),Individual Investor,22 Jun 2023,7.4947%,43008459.0,"181,180",-,40T,ISEC (40T),"Healthcare Services, Healthcare Facilities & Services",0.435,SGD ,18708679.665
Wong (Jun Shyan),Individual Investor,22 Jun 2023,4.8153%,27632444.0,"169,510",LOW,40T,ISEC (40T),"Healthcare Services, Healthcare Facilities & Services",0.435,SGD ,12020113.14
Shin (Hoy Choong),Individual Investor,01 Sep 2022,2.2877%,13127831.0,"13,127,831",-,40T,ISEC (40T),"Healthcare Services, Healthcare Facilities & Services",0.435,SGD ,5710606.485
Choong (Yee Fong),Individual Investor,24 Mar 2022,2.1109%,12113214.0,0,-,40T,ISEC (40T),"Healthcare Services, Healthcare Facilities & Services",0.435,SGD ,5269248.09
Chan (Heng Fai Ambrose),Individual Investor,19 Aug 2022,89.0739%,3111097576.0,"532,300",LOW,40V,Alset (40V),"Real Estate, Real Estate Development & Operations",0.014,SGD ,43555366.064
"Document Security Systems, Inc.",Corporation,31 Mar 2022,3.6413%,127179311.0,0,LOW,40V,Alset (40V),"Real Estate, Real Estate Development & Operations",0.014,SGD ,1780510.354
Teh (Wing Kwan),Individual Investor,31 Mar 2022,0.3420%,11946000.0,"945,000",-,40V,Alset (40V),"Real Estate, Real Estate Development & Operations",0.014,SGD ,167244.0
Teo (Chor Kok),Individual Investor,31 Mar 2022,0.2399%,8378750.0,"400,000",-,40V,Alset (40V),"Real Estate, Real Estate Development & Operations",0.014,SGD ,117302.5
Loh (Yih),Individual Investor,31 Mar 2022,0.1718%,6000620.0,"6,000,620",-,40V,Alset (40V),"Real Estate, Real Estate Development & Operations",0.014,SGD ,84008.68000000001
Chew (Seng Kok),Individual Investor,12 May 2023,22.6367%,85993425.0,0,LOW,40W,ZICO Hldgs (40W),"Banking & Investment Services, Diversified Investment Services",0.07,SGD ,6019539.750000001
Norzrul Thani bin N Hassan Thani,Individual Investor,27 Apr 2023,10.5737%,40168000.0,"40,168,000",-,40W,ZICO Hldgs (40W),"Banking & Investment Services, Diversified Investment Services",0.07,SGD ,2811760.0000000005
Dynac Sdn. Bhd.,Corporation,27 Apr 2023,8.9501%,34000000.0,0,LOW,40W,ZICO Hldgs (40W),"Banking & Investment Services, Diversified Investment Services",0.07,SGD ,2380000.0
Loh (Wei Lian),Individual Investor,25 Apr 2022,4.4989%,17090842.0,0,-,40W,ZICO Hldgs (40W),"Banking & Investment Services, Diversified Investment Services",0.07,SGD ,1196358.9400000002
Khong (Poh Wah James),Individual Investor,18 Mar 2022,2.4943%,9475367.0,"-2,700,000",LOW,40W,ZICO Hldgs (40W),"Banking & Investment Services, Diversified Investment Services",0.07,SGD ,663275.6900000001
Dandelion Capital Pte. Ltd.,Corporation,03 Apr 2023,68.6977%,121759600.0,0,LOW,41B,Huationg Global (41B/HUAT.SI),"Industrial & Commercial Services, Construction & Engineering",0.145,SGD ,17655142.0
Bon (Ween Foong),Individual Investor,24 Mar 2022,3.9495%,7000000.0,0,-,41B,Huationg Global (41B/HUAT.SI),"Industrial & Commercial Services, Construction & Engineering",0.145,SGD ,1014999.9999999999
Cheong (Weixiong Jeff),Individual Investor,17 Nov 2021,3.4713%,6152600.0,"6,152,600",-,41B,Huationg Global (41B/HUAT.SI),"Industrial & Commercial Services, Construction & Engineering",0.145,SGD ,892126.9999999999
Jin Xin Wealth Management Pte. Ltd.,Corporation,17 Nov 2021,3.3852%,6000000.0,"6,000,000",-,41B,Huationg Global (41B/HUAT.SI),"Industrial & Commercial Services, Construction & Engineering",0.145,SGD ,869999.9999999999
Mehta (Vimesh Piyush),Individual Investor,24 Mar 2022,2.9361%,5203900.0,"5,203,900",-,41B,Huationg Global (41B/HUAT.SI),"Industrial & Commercial Services, Construction & Engineering",0.145,SGD ,754565.5
Yeung (Kin Bond Sydney),Individual Investor,30 Mar 2022,14.5564%,91733500.0,0,-,41F,GSS Energy (41F),"Industrial Goods, Industrial Machinery & Equipment",0.044,SGD ,4036273.9999999995
Fung (Kau Lee Glenn),Individual Investor,30 Mar 2022,11.4251%,72000000.0,"-700,000",-,41F,GSS Energy (41F),"Industrial Goods, Industrial Machinery & Equipment",0.044,SGD ,3168000.0
Noside Holding Pte. Ltd.,Corporation,30 Mar 2022,7.9341%,50000000.0,"50,000,000",-,41F,GSS Energy (41F),"Industrial Goods, Industrial Machinery & Equipment",0.044,SGD ,2200000.0
AP Capital Ltd,Corporation,30 Mar 2022,5.2894%,33333300.0,0,-,41F,GSS Energy (41F),"Industrial Goods, Industrial Machinery & Equipment",0.044,SGD ,1466665.2
Ng (Chin Siau),Individual Investor,15 Mar 2022,1.2218%,7700000.0,"7,700,000",LOW,41F,GSS Energy (41F),"Industrial Goods, Industrial Machinery & Equipment",0.044,SGD ,338800.0
Ambarita (Lerman),Individual Investor,05 Dec 2022,12.1953%,105386197.0,0,-,41H,BlackGoldNatural (41H),"Energy - Fossil Fuels, Coal",0.003,SGD ,316158.591
Twin Gold Ventures S.A.,Corporation,05 Dec 2022,11.1177%,96074260.0,0,-,41H,BlackGoldNatural (41H),"Energy - Fossil Fuels, Coal",0.003,SGD ,288222.78
Prasetio (Sudiarso),Individual Investor,05 Dec 2022,10.5570%,91229223.0,"9,066,667",-,41H,BlackGoldNatural (41H),"Energy - Fossil Fuels, Coal",0.003,SGD ,273687.669
Chng (Hee Kok),Individual Investor,28 Oct 2022,0.5555%,4800000.0,0,-,41H,BlackGoldNatural (41H),"Energy - Fossil Fuels, Coal",0.003,SGD ,14400.0
Lim (Thien Su Gerald),Individual Investor,08 Dec 2022,0.0868%,750000.0,0,-,41H,BlackGoldNatural (41H),"Energy - Fossil Fuels, Coal",0.003,SGD ,2250.0
Hean Nerng Group Pte. Ltd,Corporation,08 Dec 2022,54.0372%,220982600.0,0,-,41O,LHN (41O/LHNL.SI),"Real Estate, Real Estate Development & Operations",0.36,SGD ,79553736.0
Lim (Bee Choo Kelvin),Individual Investor,08 Dec 2022,0.9781%,4000000.0,0,-,41O,LHN (41O/LHNL.SI),"Real Estate, Real Estate Development & Operations",0.36,SGD ,1440000.0
iFAST Financial Pte. Ltd.,Corporation,08 Dec 2022,0.6412%,2622100.0,"71,200",LOW,41O,LHN (41O/LHNL.SI),"Real Estate, Real Estate Development & Operations",0.36,SGD ,943956.0
Tan (Chong Meng),Individual Investor,08 Dec 2022,0.4833%,1976600.0,"1,076,600",LOW,41O,LHN (41O/LHNL.SI),"Real Estate, Real Estate Development & Operations",0.36,SGD ,711576.0
Tan (Kim Koon),Individual Investor,08 Dec 2022,0.4680%,1914000.0,"1,914,000",-,41O,LHN (41O/LHNL.SI),"Real Estate, Real Estate Development & Operations",0.36,SGD ,689040.0
Loo (Wooi Hong),Individual Investor,16 Mar 2022,24.4645%,337838380.0,0,-,41T,GCCP (41T),"Mineral Resources, Construction Materials",0.012,SGD ,4054060.56
Wen International Limited,Corporation,16 Mar 2022,12.5803%,173725000.0,0,-,41T,GCCP (41T),"Mineral Resources, Construction Materials",0.012,SGD ,2084700.0
Phua (Sin Mo),Individual Investor,14 Apr 2022,8.2990%,114603800.0,"114,603,800",-,41T,GCCP (41T),"Mineral Resources, Construction Materials",0.012,SGD ,1375245.6
Curtis (Phua Ti Tsen),Individual Investor,04 Jul 2022,5.8482%,80760300.0,"80,760,300",-,41T,GCCP (41T),"Mineral Resources, Construction Materials",0.012,SGD ,969123.6
Law (Choong Hoe),Individual Investor,16 Mar 2022,2.5808%,35638800.0,"-2,870,600",-,41T,GCCP (41T),"Mineral Resources, Construction Materials",0.012,SGD ,427665.60000000003
Lee (Yip Hang Eddy),Individual Investor,02 Sep 2022,23.2115%,177869551.0,0,-,42C,IX Biopharma (42C),"Pharmaceuticals & Medical Research, Pharmaceuticals",0.094,SGD ,16719737.794
HRT Corporation Pte. Ltd.,Corporation,02 Sep 2022,8.7104%,66748029.0,0,-,42C,IX Biopharma (42C),"Pharmaceuticals & Medical Research, Pharmaceuticals",0.094,SGD ,6274314.726
Tang (Choy Leng Jane),Individual Investor,02 Sep 2022,2.4381%,18683250.0,0,-,42C,IX Biopharma (42C),"Pharmaceuticals & Medical Research, Pharmaceuticals",0.094,SGD ,1756225.5
Narulla (Jaspal Singh),Individual Investor,02 Sep 2022,2.3750%,18199383.0,"-19,333,200",-,42C,IX Biopharma (42C),"Pharmaceuticals & Medical Research, Pharmaceuticals",0.094,SGD ,1710742.002
Chan (Hwee Hoon),Individual Investor,02 Sep 2022,1.6783%,12861113.0,"-250,000",-,42C,IX Biopharma (42C),"Pharmaceuticals & Medical Research, Pharmaceuticals",0.094,SGD ,1208944.622
Chirasak (Chiyachantana),Individual Investor,24 Mar 2022,50.3660%,400000000.0,0,-,42D,NauticAWT (42D),"Mineral Resources, Construction Materials",0.007,SGD ,2800000.0
Kim Seng Holdings Pte. Ltd.,Corporation,24 Mar 2022,8.7655%,69614641.0,0,LOW,42D,NauticAWT (42D),"Mineral Resources, Construction Materials",0.007,SGD ,487302.487
Galway Petroleum Pte Ltd,Corporation,24 Mar 2022,4.2452%,33714916.0,0,-,42D,NauticAWT (42D),"Mineral Resources, Construction Materials",0.007,SGD ,236004.412
Kirk (Rhoda),Individual Investor,24 Mar 2022,3.9331%,31235947.0,0,-,42D,NauticAWT (42D),"Mineral Resources, Construction Materials",0.007,SGD ,218651.62900000002
Grønbech (John),Individual Investor,24 Mar 2022,3.7846%,30057162.0,0,-,42D,NauticAWT (42D),"Mineral Resources, Construction Materials",0.007,SGD ,210400.134
Lim (Teck Chuan),Individual Investor,21 Mar 2022,63.0000%,131040000.0,0,-,42E,Choo Chiang (42E),"Industrial Goods, Electrical Components & Equipment",0.32,SGD ,41932800.0
Lim (Teck Seng),Individual Investor,21 Mar 2022,7.1250%,14820000.0,0,LOW,42E,Choo Chiang (42E),"Industrial Goods, Electrical Components & Equipment",0.32,SGD ,4742400.0
Asif Rahman (Khwaja),Individual Investor,21 Mar 2022,4.5192%,9400000.0,0,-,42E,Choo Chiang (42E),"Industrial Goods, Electrical Components & Equipment",0.32,SGD ,3008000.0
Fu (Lin),Individual Investor,21 Mar 2022,1.1028%,2293900.0,"1,537,100",-,42E,Choo Chiang (42E),"Industrial Goods, Electrical Components & Equipment",0.32,SGD ,734048.0
Tan (Yeow Song),Individual Investor,21 Mar 2022,0.4808%,1000000.0,0,-,42E,Choo Chiang (42E),"Industrial Goods, Electrical Components & Equipment",0.32,SGD ,320000.0
Prunier (Pierre Oliview Marc Yves),Individual Investor,10 Feb 2023,12.1533%,162974300.0,"-15,070,000",HIGH,42F,Totm Tech (42F),"Financial Technology (Fintech) & Infrastructure, Financial Technology (Fintech)",0.081,SGD ,13200918.3
Japutra (Steven),Individual Investor,10 Jan 2023,8.3154%,111509398.0,"111,509,398",-,42F,Totm Tech (42F),"Financial Technology (Fintech) & Infrastructure, Financial Technology (Fintech)",0.081,SGD ,9032261.238
Hing (Chow Yuen),Individual Investor,10 Jan 2023,5.9736%,80104800.0,0,-,42F,Totm Tech (42F),"Financial Technology (Fintech) & Infrastructure, Financial Technology (Fintech)",0.081,SGD ,6488488.8
Parthe (Rahul Ganpat),Individual Investor,10 Jan 2023,4.4855%,60149693.0,0,-,42F,Totm Tech (42F),"Financial Technology (Fintech) & Infrastructure, Financial Technology (Fintech)",0.081,SGD ,4872125.133
Chee (Tuck Hong),Individual Investor,31 Aug 2022,2.7413%,36760000.0,0,-,42F,Totm Tech (42F),"Financial Technology (Fintech) & Infrastructure, Financial Technology (Fintech)",0.081,SGD ,2977560.0
Teo (Boon Leng),Individual Investor,16 Sep 2022,30.3020%,171359753.0,0,-,42L,Taka Jewellery (42L),"Retailers, Apparel & Accessories Retailers",0.071,SGD ,12166542.463
Ang (Kah Leong),Individual Investor,16 Sep 2022,27.9191%,157884355.0,0,-,42L,Taka Jewellery (42L),"Retailers, Apparel & Accessories Retailers",0.071,SGD ,11209789.204999998
Lee (Sui Hee),Individual Investor,16 Sep 2022,9.8555%,55733478.0,0,-,42L,Taka Jewellery (42L),"Retailers, Apparel & Accessories Retailers",0.071,SGD ,3957076.9379999996
Sim (Choon Lam),Individual Investor,16 Sep 2022,5.6721%,32075784.0,0,-,42L,Taka Jewellery (42L),"Retailers, Apparel & Accessories Retailers",0.071,SGD ,2277380.664
Sim (Choon Beng),Individual Investor,16 Sep 2022,4.1965%,23731715.0,0,-,42L,Taka Jewellery (42L),"Retailers, Apparel & Accessories Retailers",0.071,SGD ,1684951.765
IPS Technologies Pte. Ltd.,Corporation,20 Sep 2022,51.1975%,248820000.0,0,-,42N,IPS Securex (42N/IPSS.SI),"Technology Equipment, Communications & Networking",0.026,SGD ,6469320.0
Lim (Ching Song Kelvin),Individual Investor,20 Sep 2022,11.9371%,58014400.0,0,-,42N,IPS Securex (42N/IPSS.SI),"Technology Equipment, Communications & Networking",0.026,SGD ,1508374.4
Goh (Khoon Lim),Individual Investor,20 Sep 2022,5.7407%,27900000.0,0,-,42N,IPS Securex (42N/IPSS.SI),"Technology Equipment, Communications & Networking",0.026,SGD ,725400.0
Tan (Kah Heng),Individual Investor,20 Sep 2022,1.3222%,6425800.0,"437,800",-,42N,IPS Securex (42N/IPSS.SI),"Technology Equipment, Communications & Networking",0.026,SGD ,167070.8
Lim (Kok Leng),Individual Investor,20 Sep 2022,0.7819%,3800000.0,0,-,42N,IPS Securex (42N/IPSS.SI),"Technology Equipment, Communications & Networking",0.026,SGD ,98800.0
Kok Sing Realty (Pte) Ltd,Corporation,19 Dec 2022,45.3726%,292044265.0,0,LOW,42R,Jumbo (42R),"Cyclical Consumer Services, Restaurants & Bars",0.285,SGD ,83232615.52499999
Sim (Chye Hock Ron),Individual Investor,19 Dec 2022,9.9690%,64166600.0,0,LOW,42R,Jumbo (42R),"Cyclical Consumer Services, Restaurants & Bars",0.285,SGD ,18287481.0
Kuang Ming Investments Pte Ltd,Corporation,19 Dec 2022,7.0092%,45115000.0,0,LOW,42R,Jumbo (42R),"Cyclical Consumer Services, Restaurants & Bars",0.285,SGD ,12857774.999999998
Tan (Gee Jian),Individual Investor,19 Dec 2022,6.5648%,42254900.0,0,-,42R,Jumbo (42R),"Cyclical Consumer Services, Restaurants & Bars",0.285,SGD ,12042646.499999998
Ang (Hon Nam),Individual Investor,19 Dec 2022,1.7873%,11503892.0,0,LOW,42R,Jumbo (42R),"Cyclical Consumer Services, Restaurants & Bars",0.285,SGD ,3278609.2199999997
Horizon Sea Limited,Corporation,23 Mar 2022,66.5475%,1244062150.0,0,-,42S,Astaka (42S),"Real Estate, Real Estate Development & Operations",0.088,SGD ,109477469.19999999
Glorybase Holdings Ltd.,Corporation,23 Mar 2022,4.9898%,93281075.0,0,-,42S,Astaka (42S),"Real Estate, Real Estate Development & Operations",0.088,SGD ,8208734.6
Ace Point Holdings Ltd.,Corporation,23 Mar 2022,4.9898%,93281075.0,0,-,42S,Astaka (42S),"Real Estate, Real Estate Development & Operations",0.088,SGD ,8208734.6
Luxus Holdings Ltd.,Corporation,23 Mar 2022,2.9939%,55968645.0,0,-,42S,Astaka (42S),"Real Estate, Real Estate Development & Operations",0.088,SGD ,4925240.76
Classic Link Investments Ltd.,Corporation,23 Mar 2022,0.9980%,18656215.0,0,-,42S,Astaka (42S),"Real Estate, Real Estate Development & Operations",0.088,SGD ,1641746.92
Tchenguiz (Vincent),Individual Investor,08 Jun 2023,27.9557%,256560513.0,0,LOW,42T,Trendlines (42T),"Banking & Investment Services, Investment Management & Fund Operators",0.096,SGD ,24629809.248
Bronfeld (Zeev),Individual Investor,02 May 2023,7.9252%,72732416.0,0,LOW,42T,Trendlines (42T),"Banking & Investment Services, Investment Management & Fund Operators",0.096,SGD ,6982311.936
"Amos and Daughters Investments and Properties, Ltd.",Corporation,16 Feb 2023,4.2695%,39182452.0,0,-,42T,Trendlines (42T),"Banking & Investment Services, Investment Management & Fund Operators",0.096,SGD ,3761515.392
Stone (Robert Alexander),Individual Investor,16 Feb 2023,3.0276%,27785440.0,"27,785,440",LOW,42T,Trendlines (42T),"Banking & Investment Services, Investment Management & Fund Operators",0.096,SGD ,2667402.24
B. Braun Melsungen AG,Corporation,16 Feb 2023,2.8052%,25744000.0,0,-,42T,Trendlines (42T),"Banking & Investment Services, Investment Management & Fund Operators",0.096,SGD ,2471424.0
Dorr Global Healthcare International Pte. Ltd.,Corporation,22 Apr 2022,79.4429%,148335700.0,0,-,42U,Axington (42U),"Industrial & Commercial Services, Business Support Services",0.19,SGD ,28183783.0
Wong (Fong Hong Vincent),Individual Investor,22 Apr 2022,3.3473%,6250000.0,0,-,42U,Axington (42U),"Industrial & Commercial Services, Business Support Services",0.19,SGD ,1187500.0
Tan (Su Ling Adele),Individual Investor,22 Apr 2022,3.3473%,6250000.0,0,-,42U,Axington (42U),"Industrial & Commercial Services, Business Support Services",0.19,SGD ,1187500.0
Low (Chin Yew),Individual Investor,22 Apr 2022,1.3389%,2500000.0,0,-,42U,Axington (42U),"Industrial & Commercial Services, Business Support Services",0.19,SGD ,475000.0
Or (Kim Peow),Individual Investor,22 Apr 2022,0.5356%,1000000.0,0,LOW,42U,Axington (42U),"Industrial & Commercial Services, Business Support Services",0.19,SGD ,190000.0
Liang (Chengwang),Individual Investor,28 Feb 2023,15.9389%,220566000.0,0,-,42W,Zixin (42W/ZIXI.SI),"Food & Beverages, Food Processing",0.022,SGD ,4852452.0
PTS Capital Pte. Ltd.,Corporation,28 Feb 2023,14.8839%,205966700.0,0,-,42W,Zixin (42W/ZIXI.SI),"Food & Beverages, Food Processing",0.022,SGD ,4531267.399999999
Xiaoyi (Duanmu),Individual Investor,28 Feb 2023,3.6132%,50000000.0,0,-,42W,Zixin (42W/ZIXI.SI),"Food & Beverages, Food Processing",0.022,SGD ,1100000.0
Xue (Xiaohua),Individual Investor,28 Feb 2023,1.4453%,20000000.0,"20,000,000",LOW,42W,Zixin (42W/ZIXI.SI),"Food & Beverages, Food Processing",0.022,SGD ,440000.0
Tan (Eng Chua Edwin),Individual Investor,28 Feb 2023,1.1347%,15702400.0,"15,702,400",LOW,42W,Zixin (42W/ZIXI.SI),"Food & Beverages, Food Processing",0.022,SGD ,345452.8
